"file","row","header","expected_value","deleted_count","deleted_content"
"acs-nmcb-2.csv",25,"O_51_questionnaire5","questionnaire",35,"questionnaire-current_state2 || 10042026 || 11:17.02 || 11:17.57 || 55068 || 1 || Hoe voelt u zich OP DIT MOMENT: UITGEPUT? || 75 || 2 || Hoe voelt u zich OP DIT MOMENT: VERMOEID? || 91 || 3 || Hoe voelt u zich OP DIT MOMENT: SLAPERIG? || 87 || 4 || Hoe voelt u zich OP DIT MOMENT: VOL ENERGIE? || 19 || 5 || Hoe voelt u zich OP DIT MOMENT: GESTRESSED OF GESPANNEN? || 22 || 6 || Hoe voelt u zich OP DIT MOMENT: IK KAN MIJ GOED CONCENTREREN? || 34 || 7 || Hoe voelt u zich OP DIT MOMENT: MIJN DENKEN GAAT TRAAG? || 66 || 8 || Hoe voelt u zich OP DIT MOMENT: HELDER VAN GEEST? || 59 || 9 || Hoe voelt u zich OP DIT MOMENT: GEMOTIVEERD? || 63 || 10 || Hoe voelt u zich OP DIT MOMENT: NEERSLACHTIG OF SOMBER? || 24"
"acs-nmcb-2.csv",25,"O_52_questionnaire6","questionnaire",0,
"acs-nmcb-2.csv",25,"O_52_questionnaire_ntli2","questionnaire-ntli",0,
"acs-nmcb-2.csv",26,"O_50_message","message",2,"13 || 3"
"acs-nmcb-2.csv",26,"O_51_questionnaire5","questionnaire",35,"questionnaire-current_state2 || 14042026 || 23:44.22 || 23:44.56 || 34080 || 1 || Hoe voelt u zich OP DIT MOMENT: UITGEPUT? || 62 || 2 || Hoe voelt u zich OP DIT MOMENT: VERMOEID? || 64 || 3 || Hoe voelt u zich OP DIT MOMENT: SLAPERIG? || 63 || 4 || Hoe voelt u zich OP DIT MOMENT: VOL ENERGIE? || 24 || 5 || Hoe voelt u zich OP DIT MOMENT: GESTRESSED OF GESPANNEN? || 12 || 6 || Hoe voelt u zich OP DIT MOMENT: IK KAN MIJ GOED CONCENTREREN? || 69 || 7 || Hoe voelt u zich OP DIT MOMENT: MIJN DENKEN GAAT TRAAG? || 27 || 8 || Hoe voelt u zich OP DIT MOMENT: HELDER VAN GEEST? || 63 || 9 || Hoe voelt u zich OP DIT MOMENT: GEMOTIVEERD? || 32 || 10 || Hoe voelt u zich OP DIT MOMENT: NEERSLACHTIG OF SOMBER? || 0"
"acs-nmcb-2.csv",27,"O_50_message","message",2,"12 || 6"
"acs-nmcb-2.csv",27,"O_51_questionnaire5","questionnaire",35,"questionnaire-current_state2 || 13042026 || 14:06.54 || 14:07.59 || 65813 || 1 || Hoe voelt u zich OP DIT MOMENT: UITGEPUT? || 70 || 2 || Hoe voelt u zich OP DIT MOMENT: VERMOEID? || 95 || 3 || Hoe voelt u zich OP DIT MOMENT: SLAPERIG? || 72 || 4 || Hoe voelt u zich OP DIT MOMENT: VOL ENERGIE? || 0 || 5 || Hoe voelt u zich OP DIT MOMENT: GESTRESSED OF GESPANNEN? || 1 || 6 || Hoe voelt u zich OP DIT MOMENT: IK KAN MIJ GOED CONCENTREREN? || 11 || 7 || Hoe voelt u zich OP DIT MOMENT: MIJN DENKEN GAAT TRAAG? || 59 || 8 || Hoe voelt u zich OP DIT MOMENT: HELDER VAN GEEST? || 1 || 9 || Hoe voelt u zich OP DIT MOMENT: GEMOTIVEERD? || 48 || 10 || Hoe voelt u zich OP DIT MOMENT: NEERSLACHTIG OF SOMBER? || 0"
"acs-nmcb-2.csv",28,"O_50_message","message",2,"8 || 2"
"acs-nmcb-2.csv",28,"O_51_questionnaire5","questionnaire",35,"questionnaire-current_state2 || 17042026 || 20:41.22 || 20:42.22 || 60200 || 1 || Hoe voelt u zich OP DIT MOMENT: UITGEPUT? || 73 || 2 || Hoe voelt u zich OP DIT MOMENT: VERMOEID? || 76 || 3 || Hoe voelt u zich OP DIT MOMENT: SLAPERIG? || 82 || 4 || Hoe voelt u zich OP DIT MOMENT: VOL ENERGIE? || 26 || 5 || Hoe voelt u zich OP DIT MOMENT: GESTRESSED OF GESPANNEN? || 0 || 6 || Hoe voelt u zich OP DIT MOMENT: IK KAN MIJ GOED CONCENTREREN? || 29 || 7 || Hoe voelt u zich OP DIT MOMENT: MIJN DENKEN GAAT TRAAG? || 32 || 8 || Hoe voelt u zich OP DIT MOMENT: HELDER VAN GEEST? || 38 || 9 || Hoe voelt u zich OP DIT MOMENT: GEMOTIVEERD? || 100 || 10 || Hoe voelt u zich OP DIT MOMENT: NEERSLACHTIG OF SOMBER? || 0"
"acs-nmcb-2.csv",28,"O_52_questionnaire6","questionnaire",0,
"acs-nmcb-2.csv",28,"O_52_questionnaire_ntli2","questionnaire-ntli",0,
"acs-nmcb-2.csv",29,"O_50_message","message",2,"12 || 2"
"acs-nmcb-2.csv",29,"O_51_questionnaire5","questionnaire",35,"questionnaire-current_state2 || 18042026 || 12:10.45 || 12:11.33 || 47976 || 1 || Hoe voelt u zich OP DIT MOMENT: UITGEPUT? || 80 || 2 || Hoe voelt u zich OP DIT MOMENT: VERMOEID? || 94 || 3 || Hoe voelt u zich OP DIT MOMENT: SLAPERIG? || 11 || 4 || Hoe voelt u zich OP DIT MOMENT: VOL ENERGIE? || 23 || 5 || Hoe voelt u zich OP DIT MOMENT: GESTRESSED OF GESPANNEN? || 0 || 6 || Hoe voelt u zich OP DIT MOMENT: IK KAN MIJ GOED CONCENTREREN? || 22 || 7 || Hoe voelt u zich OP DIT MOMENT: MIJN DENKEN GAAT TRAAG? || 88 || 8 || Hoe voelt u zich OP DIT MOMENT: HELDER VAN GEEST? || 14 || 9 || Hoe voelt u zich OP DIT MOMENT: GEMOTIVEERD? || 64 || 10 || Hoe voelt u zich OP DIT MOMENT: NEERSLACHTIG OF SOMBER? || 0"
"acs-nmcb-2.csv",30,"O_50_message","message",2,"8 || 4"
"acs-nmcb-2.csv",30,"O_51_questionnaire5","questionnaire",35,"questionnaire-current_state2 || 20042026 || 16:52.15 || 16:53.00 || 45252 || 1 || Hoe voelt u zich OP DIT MOMENT: UITGEPUT? || 0 || 2 || Hoe voelt u zich OP DIT MOMENT: VERMOEID? || 0 || 3 || Hoe voelt u zich OP DIT MOMENT: SLAPERIG? || 0 || 4 || Hoe voelt u zich OP DIT MOMENT: VOL ENERGIE? || 89 || 5 || Hoe voelt u zich OP DIT MOMENT: GESTRESSED OF GESPANNEN? || 0 || 6 || Hoe voelt u zich OP DIT MOMENT: IK KAN MIJ GOED CONCENTREREN? || 97 || 7 || Hoe voelt u zich OP DIT MOMENT: MIJN DENKEN GAAT TRAAG? || 3 || 8 || Hoe voelt u zich OP DIT MOMENT: HELDER VAN GEEST? || 97 || 9 || Hoe voelt u zich OP DIT MOMENT: GEMOTIVEERD? || 95 || 10 || Hoe voelt u zich OP DIT MOMENT: NEERSLACHTIG OF SOMBER? || 1"
"acs-nmcb-2.csv",30,"O_52_questionnaire6","questionnaire",0,
"acs-nmcb-2.csv",30,"O_52_questionnaire_ntli2","questionnaire-ntli",0,
"acs-nmcb-2.csv",31,"O_50_message","message",2,"10 || 4"
"acs-nmcb-2.csv",31,"O_51_questionnaire5","questionnaire",35,"questionnaire-current_state2 || 03052026 || 15:48.39 || 15:49.35 || 56332 || 1 || Hoe voelt u zich OP DIT MOMENT: UITGEPUT? || 66 || 2 || Hoe voelt u zich OP DIT MOMENT: VERMOEID? || 77 || 3 || Hoe voelt u zich OP DIT MOMENT: SLAPERIG? || 13 || 4 || Hoe voelt u zich OP DIT MOMENT: VOL ENERGIE? || 16 || 5 || Hoe voelt u zich OP DIT MOMENT: GESTRESSED OF GESPANNEN? || 16 || 6 || Hoe voelt u zich OP DIT MOMENT: IK KAN MIJ GOED CONCENTREREN? || 16 || 7 || Hoe voelt u zich OP DIT MOMENT: MIJN DENKEN GAAT TRAAG? || 82 || 8 || Hoe voelt u zich OP DIT MOMENT: HELDER VAN GEEST? || 16 || 9 || Hoe voelt u zich OP DIT MOMENT: GEMOTIVEERD? || 65 || 10 || Hoe voelt u zich OP DIT MOMENT: NEERSLACHTIG OF SOMBER? || 52"
"acs-nmcb-2.csv",32,"O_50_message","message",2,"12 || 4"
"acs-nmcb-2.csv",32,"O_51_questionnaire5","questionnaire",35,"questionnaire-current_state2 || 22042026 || 10:24.55 || 10:25.51 || 55723 || 1 || Hoe voelt u zich OP DIT MOMENT: UITGEPUT? || 0 || 2 || Hoe voelt u zich OP DIT MOMENT: VERMOEID? || 5 || 3 || Hoe voelt u zich OP DIT MOMENT: SLAPERIG? || 0 || 4 || Hoe voelt u zich OP DIT MOMENT: VOL ENERGIE? || 94 || 5 || Hoe voelt u zich OP DIT MOMENT: GESTRESSED OF GESPANNEN? || 0 || 6 || Hoe voelt u zich OP DIT MOMENT: IK KAN MIJ GOED CONCENTREREN? || 96 || 7 || Hoe voelt u zich OP DIT MOMENT: MIJN DENKEN GAAT TRAAG? || 9 || 8 || Hoe voelt u zich OP DIT MOMENT: HELDER VAN GEEST? || 92 || 9 || Hoe voelt u zich OP DIT MOMENT: GEMOTIVEERD? || 96 || 10 || Hoe voelt u zich OP DIT MOMENT: NEERSLACHTIG OF SOMBER? || 0"
"acs-nmcb-2.csv",32,"O_52_questionnaire6","questionnaire",0,
"acs-nmcb-2.csv",32,"O_52_questionnaire_ntli2","questionnaire-ntli",0,
"acs-nmcb-2.csv",33,"O_50_message","message",2,"10 || 2"
"acs-nmcb-2.csv",33,"O_51_questionnaire5","questionnaire",35,"questionnaire-current_state2 || 22042026 || 13:37.49 || 13:38.53 || 63957 || 1 || Hoe voelt u zich OP DIT MOMENT: UITGEPUT? || 100 || 2 || Hoe voelt u zich OP DIT MOMENT: VERMOEID? || 100 || 3 || Hoe voelt u zich OP DIT MOMENT: SLAPERIG? || 100 || 4 || Hoe voelt u zich OP DIT MOMENT: VOL ENERGIE? || 5 || 5 || Hoe voelt u zich OP DIT MOMENT: GESTRESSED OF GESPANNEN? || 100 || 6 || Hoe voelt u zich OP DIT MOMENT: IK KAN MIJ GOED CONCENTREREN? || 0 || 7 || Hoe voelt u zich OP DIT MOMENT: MIJN DENKEN GAAT TRAAG? || 100 || 8 || Hoe voelt u zich OP DIT MOMENT: HELDER VAN GEEST? || 0 || 9 || Hoe voelt u zich OP DIT MOMENT: GEMOTIVEERD? || 50 || 10 || Hoe voelt u zich OP DIT MOMENT: NEERSLACHTIG OF SOMBER? || 100"
"acs-nmcb-2.csv",33,"O_52_questionnaire6","questionnaire",0,
"acs-nmcb-2.csv",33,"O_52_questionnaire_ntli2","questionnaire-ntli",0,
"acs-nmcb-2.csv",35,"O_50_message","message",2,"12 || 4"
"acs-nmcb-2.csv",35,"O_51_questionnaire5","questionnaire",35,"questionnaire-current_state2 || 26042026 || 13:27.25 || 13:27.59 || 33898 || 1 || Hoe voelt u zich OP DIT MOMENT: UITGEPUT? || 2 || 2 || Hoe voelt u zich OP DIT MOMENT: VERMOEID? || 14 || 3 || Hoe voelt u zich OP DIT MOMENT: SLAPERIG? || 0 || 4 || Hoe voelt u zich OP DIT MOMENT: VOL ENERGIE? || 79 || 5 || Hoe voelt u zich OP DIT MOMENT: GESTRESSED OF GESPANNEN? || 54 || 6 || Hoe voelt u zich OP DIT MOMENT: IK KAN MIJ GOED CONCENTREREN? || 78 || 7 || Hoe voelt u zich OP DIT MOMENT: MIJN DENKEN GAAT TRAAG? || 7 || 8 || Hoe voelt u zich OP DIT MOMENT: HELDER VAN GEEST? || 88 || 9 || Hoe voelt u zich OP DIT MOMENT: GEMOTIVEERD? || 96 || 10 || Hoe voelt u zich OP DIT MOMENT: NEERSLACHTIG OF SOMBER? || 35"
"acs-nmcb-2.csv",35,"O_52_questionnaire6","questionnaire",0,
"acs-nmcb-2.csv",35,"O_52_questionnaire_ntli2","questionnaire-ntli",0,
"acs-nmcb-2.csv",36,"O_50_message","message",2,"8 || 4"
"acs-nmcb-2.csv",36,"O_51_questionnaire5","questionnaire",35,"questionnaire-current_state2 || 26042026 || 10:44.48 || 10:45.39 || 50643 || 1 || Hoe voelt u zich OP DIT MOMENT: UITGEPUT? || 8 || 2 || Hoe voelt u zich OP DIT MOMENT: VERMOEID? || 10 || 3 || Hoe voelt u zich OP DIT MOMENT: SLAPERIG? || 9 || 4 || Hoe voelt u zich OP DIT MOMENT: VOL ENERGIE? || 68 || 5 || Hoe voelt u zich OP DIT MOMENT: GESTRESSED OF GESPANNEN? || 13 || 6 || Hoe voelt u zich OP DIT MOMENT: IK KAN MIJ GOED CONCENTREREN? || 21 || 7 || Hoe voelt u zich OP DIT MOMENT: MIJN DENKEN GAAT TRAAG? || 62 || 8 || Hoe voelt u zich OP DIT MOMENT: HELDER VAN GEEST? || 77 || 9 || Hoe voelt u zich OP DIT MOMENT: GEMOTIVEERD? || 69 || 10 || Hoe voelt u zich OP DIT MOMENT: NEERSLACHTIG OF SOMBER? || 32"
"acs-nmcb-2.csv",36,"O_52_questionnaire6","questionnaire",0,
"acs-nmcb-2.csv",36,"O_52_questionnaire_ntli2","questionnaire-ntli",0,
"acs-nmcb-2.csv",37,"O_50_message","message",2,"11 || 3"
"acs-nmcb-2.csv",37,"O_51_questionnaire5","questionnaire",35,"questionnaire-current_state2 || 25042026 || 16:48.46 || 16:49.57 || 70962 || 1 || Hoe voelt u zich OP DIT MOMENT: UITGEPUT? || 77 || 2 || Hoe voelt u zich OP DIT MOMENT: VERMOEID? || 78 || 3 || Hoe voelt u zich OP DIT MOMENT: SLAPERIG? || 63 || 4 || Hoe voelt u zich OP DIT MOMENT: VOL ENERGIE? || 17 || 5 || Hoe voelt u zich OP DIT MOMENT: GESTRESSED OF GESPANNEN? || 40 || 6 || Hoe voelt u zich OP DIT MOMENT: IK KAN MIJ GOED CONCENTREREN? || 12 || 7 || Hoe voelt u zich OP DIT MOMENT: MIJN DENKEN GAAT TRAAG? || 80 || 8 || Hoe voelt u zich OP DIT MOMENT: HELDER VAN GEEST? || 16 || 9 || Hoe voelt u zich OP DIT MOMENT: GEMOTIVEERD? || 78 || 10 || Hoe voelt u zich OP DIT MOMENT: NEERSLACHTIG OF SOMBER? || 50"
"acs-nmcb-2.csv",37,"O_52_questionnaire6","questionnaire",0,
"acs-nmcb-2.csv",37,"O_52_questionnaire_ntli2","questionnaire-ntli",0,
"acs-nmcb-2.csv",38,"O_50_message","message",2,"14 || 4"
"acs-nmcb-2.csv",38,"O_51_questionnaire5","questionnaire",35,"questionnaire-current_state2 || 30042026 || 16:34.03 || 16:34.53 || 50299 || 1 || Hoe voelt u zich OP DIT MOMENT: UITGEPUT? || 0 || 2 || Hoe voelt u zich OP DIT MOMENT: VERMOEID? || 5 || 3 || Hoe voelt u zich OP DIT MOMENT: SLAPERIG? || 7 || 4 || Hoe voelt u zich OP DIT MOMENT: VOL ENERGIE? || 81 || 5 || Hoe voelt u zich OP DIT MOMENT: GESTRESSED OF GESPANNEN? || 8 || 6 || Hoe voelt u zich OP DIT MOMENT: IK KAN MIJ GOED CONCENTREREN? || 85 || 7 || Hoe voelt u zich OP DIT MOMENT: MIJN DENKEN GAAT TRAAG? || 17 || 8 || Hoe voelt u zich OP DIT MOMENT: HELDER VAN GEEST? || 83 || 9 || Hoe voelt u zich OP DIT MOMENT: GEMOTIVEERD? || 72 || 10 || Hoe voelt u zich OP DIT MOMENT: NEERSLACHTIG OF SOMBER? || 0"
"acs-nmcb-2.csv",38,"O_52_questionnaire6","questionnaire",0,
"acs-nmcb-2.csv",38,"O_52_questionnaire_ntli2","questionnaire-ntli",0,
"acs-nmcb-3.csv",2,"O_49_message_break","message-break",1,"3975"
"acs-nmcb-3.csv",2,"O_50_message","message",0,
"acs-nmcb-3.csv",2,"O_50_message_break","message-break",0,
"acs-nmcb-3.csv",2,"O_51_questionnaire5","questionnaire",1,"0"
"acs-nmcb-3.csv",3,"O_49_message_break","message-break",1,"3735"
"acs-nmcb-3.csv",3,"O_50_message","message",0,
"acs-nmcb-3.csv",3,"O_50_message_break","message-break",0,
"acs-nmcb-3.csv",3,"O_51_questionnaire5","questionnaire",1,"0"
"acs-nmcb-3.csv",4,"O_49_message_break","message-break",1,"3696"
"acs-nmcb-3.csv",4,"O_50_message","message",0,
"acs-nmcb-3.csv",4,"O_50_message_break","message-break",0,
"acs-nmcb-3.csv",4,"O_51_questionnaire5","questionnaire",1,"0"
"acs-nmcb-3.csv",5,"O_49_message_break","message-break",1,"3696"
"acs-nmcb-3.csv",5,"O_50_message","message",0,
"acs-nmcb-3.csv",5,"O_50_message_break","message-break",0,
"acs-nmcb-3.csv",5,"O_51_questionnaire5","questionnaire",1,"0"
"acs-nmcb-3.csv",6,"O_49_message_break","message-break",1,"3894"
"acs-nmcb-3.csv",6,"O_50_message","message",0,
"acs-nmcb-3.csv",6,"O_50_message_break","message-break",0,
"acs-nmcb-3.csv",6,"O_51_questionnaire5","questionnaire",1,"0"
"acs-nmcb-3.csv",7,"O_49_message_break","message-break",1,"3696"
"acs-nmcb-3.csv",7,"O_50_message","message",0,
"acs-nmcb-3.csv",7,"O_50_message_break","message-break",0,
"acs-nmcb-3.csv",7,"O_51_questionnaire5","questionnaire",1,"0"
"acs-nmcb-3.csv",8,"O_49_message_break","message-break",1,"4728"
"acs-nmcb-3.csv",8,"O_50_message","message",0,
"acs-nmcb-3.csv",8,"O_50_message_break","message-break",0,
"acs-nmcb-3.csv",8,"O_51_questionnaire5","questionnaire",1,"0"
"acs-nmcb-3.csv",10,"O_49_message_break","message-break",1,"3894"
"acs-nmcb-3.csv",10,"O_50_message","message",0,
"acs-nmcb-3.csv",10,"O_50_message_break","message-break",0,
"acs-nmcb-3.csv",10,"O_51_questionnaire5","questionnaire",1,"0"
"acs-nmcb-3.csv",11,"O_49_message_break","message-break",1,"7020"
"acs-nmcb-3.csv",11,"O_50_message","message",0,
"acs-nmcb-3.csv",11,"O_50_message_break","message-break",0,
"acs-nmcb-3.csv",11,"O_51_questionnaire5","questionnaire",1,"0"
"acs-nmcb-3.csv",12,"O_49_message_break","message-break",1,"3620"
"acs-nmcb-3.csv",12,"O_50_message","message",0,
"acs-nmcb-3.csv",12,"O_50_message_break","message-break",0,
"acs-nmcb-3.csv",12,"O_51_questionnaire5","questionnaire",1,"0"
"acs-nmcb-3.csv",13,"O_49_message_break","message-break",1,"5477"
"acs-nmcb-3.csv",13,"O_50_message","message",0,
"acs-nmcb-3.csv",13,"O_50_message_break","message-break",0,
"acs-nmcb-3.csv",13,"O_51_questionnaire5","questionnaire",1,"0"
"acs-nmcb-3.csv",14,"O_49_message_break","message-break",1,"4686"
"acs-nmcb-3.csv",14,"O_50_message","message",0,
"acs-nmcb-3.csv",14,"O_50_message_break","message-break",0,
"acs-nmcb-3.csv",14,"O_51_questionnaire5","questionnaire",1,"0"
"acs-nmcb-3.csv",15,"O_49_message_break","message-break",1,"5723"
"acs-nmcb-3.csv",15,"O_50_message","message",0,
"acs-nmcb-3.csv",15,"O_50_message_break","message-break",0,
"acs-nmcb-3.csv",15,"O_51_questionnaire5","questionnaire",1,"0"
"acs-nmcb-3.csv",16,"O_49_message_break","message-break",1,"5723"
"acs-nmcb-3.csv",16,"O_50_message","message",0,
"acs-nmcb-3.csv",16,"O_50_message_break","message-break",0,
"acs-nmcb-3.csv",16,"O_51_questionnaire5","questionnaire",1,"0"
"acs-nmcb-3.csv",17,"O_49_message_break","message-break",1,"4595"
"acs-nmcb-3.csv",17,"O_50_message","message",0,
"acs-nmcb-3.csv",17,"O_50_message_break","message-break",0,
"acs-nmcb-3.csv",17,"O_51_questionnaire5","questionnaire",1,"0"
"acs-nmcb-3.csv",18,"O_49_message_break","message-break",1,"4890"
"acs-nmcb-3.csv",18,"O_50_message","message",0,
"acs-nmcb-3.csv",18,"O_50_message_break","message-break",0,
"acs-nmcb-3.csv",18,"O_51_questionnaire5","questionnaire",1,"0"
"acs-nmcb-3.csv",19,"O_49_message_break","message-break",1,"4890"
"acs-nmcb-3.csv",19,"O_50_message","message",0,
"acs-nmcb-3.csv",19,"O_50_message_break","message-break",0,
"acs-nmcb-3.csv",19,"O_51_questionnaire5","questionnaire",1,"0"
"acs-nmcb-3.csv",20,"O_49_message_break","message-break",1,"6786"
"acs-nmcb-3.csv",20,"O_50_message","message",0,
"acs-nmcb-3.csv",20,"O_50_message_break","message-break",0,
"acs-nmcb-3.csv",20,"O_51_questionnaire5","questionnaire",1,"0"
"acs-nmcb-3.csv",21,"O_49_message_break","message-break",1,"4686"
"acs-nmcb-3.csv",21,"O_50_message","message",0,
"acs-nmcb-3.csv",21,"O_50_message_break","message-break",0,
"acs-nmcb-3.csv",21,"O_51_questionnaire5","questionnaire",1,"0"
"acs-nmcb-3.csv",22,"O_49_message_break","message-break",1,"4890"
"acs-nmcb-3.csv",22,"O_50_message","message",0,
"acs-nmcb-3.csv",22,"O_50_message_break","message-break",0,
"acs-nmcb-3.csv",22,"O_51_questionnaire5","questionnaire",1,"0"
"acs-nmcb-3.csv",23,"O_49_message_break","message-break",1,"5723"
"acs-nmcb-3.csv",23,"O_50_message","message",0,
"acs-nmcb-3.csv",23,"O_50_message_break","message-break",0,
"acs-nmcb-3.csv",23,"O_51_questionnaire5","questionnaire",1,"0"
"acs-nmcb-3.csv",24,"O_49_message_break","message-break",1,"6864"
"acs-nmcb-3.csv",24,"O_50_message","message",0,
"acs-nmcb-3.csv",24,"O_50_message_break","message-break",0,
"acs-nmcb-3.csv",24,"O_51_questionnaire5","questionnaire",1,"0"
"acs-nmcb-3.csv",25,"O_49_message_break","message-break",1,"7961"
"acs-nmcb-3.csv",25,"O_50_message","message",0,
"acs-nmcb-3.csv",25,"O_50_message_break","message-break",0,
"acs-nmcb-3.csv",25,"O_51_questionnaire5","questionnaire",1,"0"
"acs-nmcb-3.csv",26,"O_49_message_break","message-break",1,"3620"
"acs-nmcb-3.csv",26,"O_50_message","message",0,
"acs-nmcb-3.csv",26,"O_50_message_break","message-break",0,
"acs-nmcb-3.csv",26,"O_51_questionnaire5","questionnaire",1,"0"
"acs-nmcb-3.csv",27,"O_49_message_break","message-break",1,"8608"
"acs-nmcb-3.csv",27,"O_50_message","message",0,
"acs-nmcb-3.csv",27,"O_50_message_break","message-break",0,
"acs-nmcb-3.csv",27,"O_51_questionnaire5","questionnaire",1,"0"
"acs-nmcb-3.csv",28,"O_49_message_break","message-break",1,"6786"
"acs-nmcb-3.csv",28,"O_50_message","message",0,
"acs-nmcb-3.csv",28,"O_50_message_break","message-break",0,
"acs-nmcb-3.csv",28,"O_51_questionnaire5","questionnaire",1,"0"
"acs-nmcb-3.csv",29,"O_49_message_break","message-break",1,"7020"
"acs-nmcb-3.csv",29,"O_50_message","message",0,
"acs-nmcb-3.csv",29,"O_50_message_break","message-break",0,
"acs-nmcb-3.csv",29,"O_51_questionnaire5","questionnaire",1,"0"
"acs-nmcb-3.csv",30,"O_49_message_break","message-break",1,"6786"
"acs-nmcb-3.csv",30,"O_50_message","message",0,
"acs-nmcb-3.csv",30,"O_50_message_break","message-break",0,
"acs-nmcb-3.csv",30,"O_51_questionnaire5","questionnaire",1,"0"
"acs-nmcb-3.csv",31,"O_49_message_break","message-break",1,"9652"
"acs-nmcb-3.csv",31,"O_50_message","message",0,
"acs-nmcb-3.csv",31,"O_50_message_break","message-break",0,
"acs-nmcb-3.csv",31,"O_51_questionnaire5","questionnaire",1,"0"
"acs-nmcb-3.csv",32,"O_49_message_break","message-break",1,"9704"
"acs-nmcb-3.csv",32,"O_50_message","message",0,
"acs-nmcb-3.csv",32,"O_50_message_break","message-break",0,
"acs-nmcb-3.csv",32,"O_51_questionnaire5","questionnaire",1,"0"
"acs-nmcb-3.csv",33,"O_49_message_break","message-break",1,"7961"
"acs-nmcb-3.csv",33,"O_50_message","message",0,
"acs-nmcb-3.csv",33,"O_50_message_break","message-break",0,
"acs-nmcb-3.csv",33,"O_51_questionnaire5","questionnaire",1,"0"
"acs-nmcb-3.csv",34,"O_49_message_break","message-break",1,"9983"
"acs-nmcb-3.csv",34,"O_50_message","message",0,
"acs-nmcb-3.csv",34,"O_50_message_break","message-break",0,
"acs-nmcb-3.csv",34,"O_51_questionnaire5","questionnaire",1,"0"
"acs-nmcb-3.csv",35,"O_49_message_break","message-break",1,"9704"
"acs-nmcb-3.csv",35,"O_50_message","message",0,
"acs-nmcb-3.csv",35,"O_50_message_break","message-break",0,
"acs-nmcb-3.csv",35,"O_51_questionnaire5","questionnaire",1,"0"
"acs-nmcb-3.csv",36,"O_49_message_break","message-break",1,"9704"
"acs-nmcb-3.csv",36,"O_50_message","message",0,
"acs-nmcb-3.csv",36,"O_50_message_break","message-break",0,
"acs-nmcb-3.csv",36,"O_51_questionnaire5","questionnaire",1,"0"
"acs-nmcb-4.csv",1,"O_49_message_break","message-break",27,"0 || trailmaking || 3775 || demo-numbers-letters || 01022026 || 15:10.34 || 15:10.41 || demo-numbers-letters || 0 || 0 || 100 || 7186 || 0 || trailmaking || 3775 || numbers-letters || 01022026 || 15:10.45 || 15:11.48 || numbers-letters || 1 || 0 || 96.15 || 62732 || 0 || message || 3775"
"acs-nmcb-4.csv",1,"O_50_message","message",0,
"acs-nmcb-4.csv",1,"O_50_message_break","message-break",0,
"acs-nmcb-4.csv",1,"O_51_questionnaire5","questionnaire",12,"7 || Hoe voelt u zich OP DIT MOMENT: MIJN DENKEN GAAT TRAAG? || 2 || 8 || Hoe voelt u zich OP DIT MOMENT: HELDER VAN GEEST? || 100 || 9 || Hoe voelt u zich OP DIT MOMENT: GEMOTIVEERD? || 99 || 10 || Hoe voelt u zich OP DIT MOMENT: NEERSLACHTIG OF SOMBER? || 0"
"acs-nmcb-4.csv",2,"O_49_message_break","message-break",27,"0 || trailmaking || 3616 || demo-numbers-letters || 23012026 || 20:06.42 || 20:06.47 || demo-numbers-letters || 0 || 0 || 100 || 5554 || 0 || trailmaking || 3616 || numbers-letters || 23012026 || 20:06.54 || 20:07.47 || numbers-letters || 0 || 0 || 100 || 53203 || 0 || message || 3616"
"acs-nmcb-4.csv",2,"O_50_message","message",0,
"acs-nmcb-4.csv",2,"O_50_message_break","message-break",0,
"acs-nmcb-4.csv",2,"O_51_questionnaire5","questionnaire",12,"7 || Hoe voelt u zich OP DIT MOMENT: MIJN DENKEN GAAT TRAAG? || 88 || 8 || Hoe voelt u zich OP DIT MOMENT: HELDER VAN GEEST? || 5 || 9 || Hoe voelt u zich OP DIT MOMENT: GEMOTIVEERD? || 69 || 10 || Hoe voelt u zich OP DIT MOMENT: NEERSLACHTIG OF SOMBER? || 6"
"acs-nmcb-4.csv",2,"O_52_questionnaire6","questionnaire",0,
"acs-nmcb-4.csv",2,"O_52_questionnaire_ntli2","questionnaire-ntli",0,
"acs-nmcb-4.csv",4,"O_49_message_break","message-break",27,"0 || trailmaking || 4479 || demo-numbers-letters || 09022026 || 11:26.10 || 11:26.15 || demo-numbers-letters || 0 || 0 || 100 || 5306 || 0 || trailmaking || 4479 || numbers-letters || 09022026 || 11:26.19 || 11:27.08 || numbers-letters || 1 || 0 || 96.15 || 49360 || 0 || message || 4479"
"acs-nmcb-4.csv",4,"O_50_message","message",0,
"acs-nmcb-4.csv",4,"O_50_message_break","message-break",0,
"acs-nmcb-4.csv",4,"O_51_questionnaire5","questionnaire",12,"7 || Hoe voelt u zich OP DIT MOMENT: MIJN DENKEN GAAT TRAAG? || 73 || 8 || Hoe voelt u zich OP DIT MOMENT: HELDER VAN GEEST? || 24 || 9 || Hoe voelt u zich OP DIT MOMENT: GEMOTIVEERD? || 37 || 10 || Hoe voelt u zich OP DIT MOMENT: NEERSLACHTIG OF SOMBER? || 0"
"acs-nmcb-4.csv",4,"O_52_questionnaire6","questionnaire",0,
"acs-nmcb-4.csv",4,"O_52_questionnaire_ntli2","questionnaire-ntli",0,
